Datum;Wochentag;Kapazitaet_Std;Gebucht_Std;Auslastung_Prozent;Anzahl_Buchungen;Details_JSON
2026-02-18;Wednesday;43.5;33.0;75.86;23;"[{""start"": 10.5, ""end"": 11.5, ""duration"": 1.0}, {""start"": 13.0, ""end"": 14.0, ""duration"": 1.0}, {""start"": 14.0, ""end"": 15.0, ""duration"": 1.0}, {""start"": 15.0, ""end"": 16.5, ""duration"": 1.5}, {""start"": 16.5, ""end"": 18.0, ""duration"": 1.5}, {""start"": 18.0, ""end"": 20.0, ""duration"": 2.0}, {""start"": 20.0, ""end"": 21.5, ""duration"": 1.5}, {""start"": 21.5, ""end"": 23.0, ""duration"": 1.5}, {""start"": 9.5, ""end"": 11.0, ""duration"": 1.5}, {""start"": 13.0, ""end"": 14.0, ""duration"": 1.0}, {""start"": 14.0, ""end"": 15.0, ""duration"": 1.0}, {""start"": 15.0, ""end"": 16.5, ""duration"": 1.5}, {""start"": 16.5, ""end"": 18.0, ""duration"": 1.5}, {""start"": 18.0, ""end"": 20.0, ""duration"": 2.0}, {""start"": 20.0, ""end"": 21.5, ""duration"": 1.5}, {""start"": 21.5, ""end"": 23.0, ""duration"": 1.5}, {""start"": 11.0, ""end"": 12.5, ""duration"": 1.5}, {""start"": 14.0, ""end"": 15.5, ""duration"": 1.5}, {""start"": 15.5, ""end"": 16.5, ""duration"": 1.0}, {""start"": 16.5, ""end"": 18.0, ""duration"": 1.5}, {""start"": 18.0, ""end"": 20.0, ""duration"": 2.0}, {""start"": 20.0, ""end"": 22.0, ""duration"": 2.0}, {""start"": 22.0, ""end"": 23.0, ""duration"": 1.0}]"
2026-02-19;Thursday;43.5;31.5;72.41;24;"[{""start"": 11.5, ""end"": 12.5, ""duration"": 1.0}, {""start"": 12.5, ""end"": 14.0, ""duration"": 1.5}, {""start"": 15.0, ""end"": 16.0, ""duration"": 1.0}, {""start"": 16.0, ""end"": 17.5, ""duration"": 1.5}, {""start"": 17.5, ""end"": 18.5, ""duration"": 1.0}, {""start"": 18.5, ""end"": 20.5, ""duration"": 2.0}, {""start"": 20.5, ""end"": 22.0, ""duration"": 1.5}, {""start"": 22.0, ""end"": 23.0, ""duration"": 1.0}, {""start"": 9.0, ""end"": 10.0, ""duration"": 1.0}, {""start"": 10.0, ""end"": 11.0, ""duration"": 1.0}, {""start"": 14.0, ""end"": 15.0, ""duration"": 1.0}, {""start"": 15.0, ""end"": 16.0, ""duration"": 1.0}, {""start"": 16.0, ""end"": 17.0, ""duration"": 1.0}, {""start"": 17.0, ""end"": 18.0, ""duration"": 1.0}, {""start"": 18.0, ""end"": 19.0, ""duration"": 1.0}, {""start"": 19.0, ""end"": 21.0, ""duration"": 2.0}, {""start"": 21.0, ""end"": 23.0, ""duration"": 2.0}, {""start"": 9.5, ""end"": 11.5, ""duration"": 2.0}, {""start"": 14.0, ""end"": 15.0, ""duration"": 1.0}, {""start"": 15.0, ""end"": 16.0, ""duration"": 1.0}, {""start"": 16.0, ""end"": 17.0, ""duration"": 1.0}, {""start"": 17.0, ""end"": 19.0, ""duration"": 2.0}, {""start"": 19.0, ""end"": 20.5, ""duration"": 1.5}, {""start"": 20.5, ""end"": 22.0, ""duration"": 1.5}]"
2026-02-20;Friday;43.5;42.5;97.7;28;"[{""start"": 8.0, ""end"": 9.5, ""duration"": 1.5}, {""start"": 9.5, ""end"": 10.5, ""duration"": 1.0}, {""start"": 11.5, ""end"": 13.0, ""duration"": 1.5}, {""start"": 13.0, ""end"": 14.5, ""duration"": 1.5}, {""start"": 14.5, ""end"": 15.5, ""duration"": 1.0}, {""start"": 15.5, ""end"": 16.5, ""duration"": 1.0}, {""start"": 16.5, ""end"": 18.0, ""duration"": 1.5}, {""start"": 18.0, ""end"": 20.0, ""duration"": 2.0}, {""start"": 20.0, ""end"": 23.0, ""duration"": 3.0}, {""start"": 8.0, ""end"": 9.5, ""duration"": 1.5}, {""start"": 9.5, ""end"": 10.5, ""duration"": 1.0}, {""start"": 10.5, ""end"": 12.0, ""duration"": 1.5}, {""start"": 12.0, ""end"": 13.5, ""duration"": 1.5}, {""start"": 13.5, ""end"": 15.0, ""duration"": 1.5}, {""start"": 15.0, ""end"": 16.5, ""duration"": 1.5}, {""start"": 16.5, ""end"": 17.5, ""duration"": 1.0}, {""start"": 17.5, ""end"": 18.5, ""duration"": 1.0}, {""start"": 18.5, ""end"": 20.0, ""duration"": 1.5}, {""start"": 20.0, ""end"": 23.0, ""duration"": 3.0}, {""start"": 8.0, ""end"": 9.5, ""duration"": 1.5}, {""start"": 9.5, ""end"": 10.5, ""duration"": 1.0}, {""start"": 10.5, ""end"": 12.0, ""duration"": 1.5}, {""start"": 13.5, ""end"": 14.5, ""duration"": 1.0}, {""start"": 14.5, ""end"": 16.0, ""duration"": 1.5}, {""start"": 16.0, ""end"": 17.0, ""duration"": 1.0}, {""start"": 17.0, ""end"": 18.5, ""duration"": 1.5}, {""start"": 18.5, ""end"": 20.0, ""duration"": 1.5}, {""start"": 20.0, ""end"": 23.0, ""duration"": 3.0}]"
2026-02-21;Saturday;37.5;37.0;98.67;25;"[{""start"": 10.0, ""end"": 13.0, ""duration"": 3.0}, {""start"": 13.0, ""end"": 14.5, ""duration"": 1.5}, {""start"": 14.5, ""end"": 15.5, ""duration"": 1.0}, {""start"": 15.5, ""end"": 16.5, ""duration"": 1.0}, {""start"": 16.5, ""end"": 18.5, ""duration"": 2.0}, {""start"": 18.5, ""end"": 20.5, ""duration"": 2.0}, {""start"": 20.5, ""end"": 22.0, ""duration"": 1.5}, {""start"": 10.0, ""end"": 12.0, ""duration"": 2.0}, {""start"": 12.0, ""end"": 13.5, ""duration"": 1.5}, {""start"": 13.5, ""end"": 14.5, ""duration"": 1.0}, {""start"": 14.5, ""end"": 16.0, ""duration"": 1.5}, {""start"": 16.0, ""end"": 17.0, ""duration"": 1.0}, {""start"": 17.0, ""end"": 18.0, ""duration"": 1.0}, {""start"": 18.0, ""end"": 19.5, ""duration"": 1.5}, {""start"": 19.5, ""end"": 20.5, ""duration"": 1.0}, {""start"": 20.5, ""end"": 22.0, ""duration"": 1.5}, {""start"": 9.0, ""end"": 10.0, ""duration"": 1.0}, {""start"": 10.0, ""end"": 13.0, ""duration"": 3.0}, {""start"": 13.0, ""end"": 14.0, ""duration"": 1.0}, {""start"": 14.0, ""end"": 15.0, ""duration"": 1.0}, {""start"": 15.0, ""end"": 16.0, ""duration"": 1.0}, {""start"": 16.0, ""end"": 18.0, ""duration"": 2.0}, {""start"": 18.0, ""end"": 19.5, ""duration"": 1.5}, {""start"": 19.5, ""end"": 20.5, ""duration"": 1.0}, {""start"": 20.5, ""end"": 22.0, ""duration"": 1.5}]"
2026-02-22;Sunday;37.5;37.5;100.0;23;"[{""start"": 9.0, ""end"": 11.0, ""duration"": 2.0}, {""start"": 11.0, ""end"": 13.0, ""duration"": 2.0}, {""start"": 13.0, ""end"": 14.5, ""duration"": 1.5}, {""start"": 14.5, ""end"": 17.5, ""duration"": 3.0}, {""start"": 17.5, ""end"": 19.0, ""duration"": 1.5}, {""start"": 19.0, ""end"": 20.0, ""duration"": 1.0}, {""start"": 20.0, ""end"": 22.0, ""duration"": 2.0}, {""start"": 9.0, ""end"": 10.0, ""duration"": 1.0}, {""start"": 10.0, ""end"": 12.0, ""duration"": 2.0}, {""start"": 12.0, ""end"": 13.0, ""duration"": 1.0}, {""start"": 13.0, ""end"": 14.5, ""duration"": 1.5}, {""start"": 14.5, ""end"": 17.5, ""duration"": 3.0}, {""start"": 17.5, ""end"": 19.5, ""duration"": 2.0}, {""start"": 19.5, ""end"": 21.0, ""duration"": 1.5}, {""start"": 21.0, ""end"": 22.0, ""duration"": 1.0}, {""start"": 9.0, ""end"": 10.5, ""duration"": 1.5}, {""start"": 10.5, ""end"": 12.5, ""duration"": 2.0}, {""start"": 12.5, ""end"": 14.5, ""duration"": 2.0}, {""start"": 14.5, ""end"": 17.5, ""duration"": 3.0}, {""start"": 17.5, ""end"": 18.5, ""duration"": 1.0}, {""start"": 18.5, ""end"": 19.5, ""duration"": 1.0}, {""start"": 19.5, ""end"": 20.5, ""duration"": 1.0}, {""start"": 20.5, ""end"": 22.0, ""duration"": 1.5}]"
2026-02-23;Monday;43.5;39.0;89.66;29;"[{""start"": 9.0, ""end"": 10.5, ""duration"": 1.5}, {""start"": 10.5, ""end"": 11.5, ""duration"": 1.0}, {""start"": 13.0, ""end"": 14.5, ""duration"": 1.5}, {""start"": 14.5, ""end"": 15.5, ""duration"": 1.0}, {""start"": 15.5, ""end"": 17.0, ""duration"": 1.5}, {""start"": 17.0, ""end"": 18.5, ""duration"": 1.5}, {""start"": 18.5, ""end"": 20.0, ""duration"": 1.5}, {""start"": 20.0, ""end"": 22.0, ""duration"": 2.0}, {""start"": 22.0, ""end"": 23.0, ""duration"": 1.0}, {""start"": 8.5, ""end"": 10.0, ""duration"": 1.5}, {""start"": 10.0, ""end"": 11.0, ""duration"": 1.0}, {""start"": 11.0, ""end"": 12.5, ""duration"": 1.5}, {""start"": 13.5, ""end"": 14.5, ""duration"": 1.0}, {""start"": 14.5, ""end"": 16.0, ""duration"": 1.5}, {""start"": 16.0, ""end"": 17.0, ""duration"": 1.0}, {""start"": 17.0, ""end"": 18.0, ""duration"": 1.0}, {""start"": 18.0, ""end"": 19.0, ""duration"": 1.0}, {""start"": 19.0, ""end"": 20.0, ""duration"": 1.0}, {""start"": 20.0, ""end"": 22.0, ""duration"": 2.0}, {""start"": 22.0, ""end"": 23.0, ""duration"": 1.0}, {""start"": 10.0, ""end"": 11.5, ""duration"": 1.5}, {""start"": 11.5, ""end"": 13.5, ""duration"": 2.0}, {""start"": 13.5, ""end"": 14.5, ""duration"": 1.0}, {""start"": 14.5, ""end"": 16.0, ""duration"": 1.5}, {""start"": 16.0, ""end"": 17.0, ""duration"": 1.0}, {""start"": 17.0, ""end"": 18.0, ""duration"": 1.0}, {""start"": 18.0, ""end"": 19.0, ""duration"": 1.0}, {""start"": 19.0, ""end"": 21.0, ""duration"": 2.0}, {""start"": 21.0, ""end"": 23.0, ""duration"": 2.0}]"
2026-02-24;Tuesday;43.5;33.0;75.86;21;"[{""start"": 9.0, ""end"": 11.0, ""duration"": 2.0}, {""start"": 12.0, ""end"": 13.5, ""duration"": 1.5}, {""start"": 15.0, ""end"": 16.0, ""duration"": 1.0}, {""start"": 16.0, ""end"": 19.5, ""duration"": 3.5}, {""start"": 19.5, ""end"": 21.0, ""duration"": 1.5}, {""start"": 21.0, ""end"": 22.0, ""duration"": 1.0}, {""start"": 22.0, ""end"": 23.0, ""duration"": 1.0}, {""start"": 8.0, ""end"": 9.0, ""duration"": 1.0}, {""start"": 9.0, ""end"": 10.5, ""duration"": 1.5}, {""start"": 10.5, ""end"": 12.5, ""duration"": 2.0}, {""start"": 16.0, ""end"": 17.0, ""duration"": 1.0}, {""start"": 17.0, ""end"": 18.0, ""duration"": 1.0}, {""start"": 18.0, ""end"": 19.0, ""duration"": 1.0}, {""start"": 19.0, ""end"": 19.5, ""duration"": 0.5}, {""start"": 19.5, ""end"": 21.5, ""duration"": 2.0}, {""start"": 21.5, ""end"": 23.0, ""duration"": 1.5}, {""start"": 9.5, ""end"": 10.5, ""duration"": 1.0}, {""start"": 14.0, ""end"": 16.0, ""duration"": 2.0}, {""start"": 16.0, ""end"": 19.5, ""duration"": 3.5}, {""start"": 19.5, ""end"": 21.0, ""duration"": 1.5}, {""start"": 21.0, ""end"": 23.0, ""duration"": 2.0}]"
2026-02-25;Wednesday;43.5;37.5;86.21;27;"[{""start"": 8.0, ""end"": 9.5, ""duration"": 1.5}, {""start"": 9.5, ""end"": 10.5, ""duration"": 1.0}, {""start"": 10.5, ""end"": 11.5, ""duration"": 1.0}, {""start"": 13.5, ""end"": 15.0, ""duration"": 1.5}, {""start"": 15.0, ""end"": 17.0, ""duration"": 2.0}, {""start"": 17.0, ""end"": 19.0, ""duration"": 2.0}, {""start"": 19.0, ""end"": 21.0, ""duration"": 2.0}, {""start"": 21.0, ""end"": 23.0, ""duration"": 2.0}, {""start"": 8.0, ""end"": 9.0, ""duration"": 1.0}, {""start"": 10.0, ""end"": 11.0, ""duration"": 1.0}, {""start"": 12.0, ""end"": 13.0, ""duration"": 1.0}, {""start"": 14.0, ""end"": 15.5, ""duration"": 1.5}, {""start"": 15.5, ""end"": 16.5, ""duration"": 1.0}, {""start"": 16.5, ""end"": 18.0, ""duration"": 1.5}, {""start"": 18.0, ""end"": 19.0, ""duration"": 1.0}, {""start"": 19.0, ""end"": 21.0, ""duration"": 2.0}, {""start"": 21.0, ""end"": 22.0, ""duration"": 1.0}, {""start"": 22.0, ""end"": 23.0, ""duration"": 1.0}, {""start"": 8.5, ""end"": 10.0, ""duration"": 1.5}, {""start"": 10.0, ""end"": 11.5, ""duration"": 1.5}, {""start"": 11.5, ""end"": 12.5, ""duration"": 1.0}, {""start"": 14.5, ""end"": 16.0, ""duration"": 1.5}, {""start"": 16.0, ""end"": 17.0, ""duration"": 1.0}, {""start"": 17.0, ""end"": 18.5, ""duration"": 1.5}, {""start"": 18.5, ""end"": 20.0, ""duration"": 1.5}, {""start"": 20.0, ""end"": 22.0, ""duration"": 2.0}, {""start"": 22.0, ""end"": 23.0, ""duration"": 1.0}]"
2026-02-26;Thursday;43.5;33.5;77.01;22;"[{""start"": 8.0, ""end"": 10.0, ""duration"": 2.0}, {""start"": 10.0, ""end"": 11.5, ""duration"": 1.5}, {""start"": 11.5, ""end"": 13.0, ""duration"": 1.5}, {""start"": 15.5, ""end"": 17.5, ""duration"": 2.0}, {""start"": 17.5, ""end"": 18.5, ""duration"": 1.0}, {""start"": 18.5, ""end"": 20.5, ""duration"": 2.0}, {""start"": 20.5, ""end"": 22.0, ""duration"": 1.5}, {""start"": 22.0, ""end"": 23.0, ""duration"": 1.0}, {""start"": 13.5, ""end"": 14.5, ""duration"": 1.0}, {""start"": 14.5, ""end"": 16.0, ""duration"": 1.5}, {""start"": 16.0, ""end"": 18.0, ""duration"": 2.0}, {""start"": 18.0, ""end"": 19.0, ""duration"": 1.0}, {""start"": 19.0, ""end"": 21.0, ""duration"": 2.0}, {""start"": 21.0, ""end"": 23.0, ""duration"": 2.0}, {""start"": 8.5, ""end"": 10.0, ""duration"": 1.5}, {""start"": 11.0, ""end"": 12.0, ""duration"": 1.0}, {""start"": 12.0, ""end"": 13.0, ""duration"": 1.0}, {""start"": 15.0, ""end"": 16.5, ""duration"": 1.5}, {""start"": 16.5, ""end"": 18.0, ""duration"": 1.5}, {""start"": 18.0, ""end"": 19.5, ""duration"": 1.5}, {""start"": 19.5, ""end"": 21.0, ""duration"": 1.5}, {""start"": 21.0, ""end"": 23.0, ""duration"": 2.0}]"
2026-02-27;Friday;43.5;35.5;81.61;22;"[{""start"": 10.5, ""end"": 12.0, ""duration"": 1.5}, {""start"": 12.0, ""end"": 14.0, ""duration"": 2.0}, {""start"": 14.0, ""end"": 15.0, ""duration"": 1.0}, {""start"": 15.0, ""end"": 17.0, ""duration"": 2.0}, {""start"": 17.0, ""end"": 19.0, ""duration"": 2.0}, {""start"": 19.0, ""end"": 20.0, ""duration"": 1.0}, {""start"": 20.0, ""end"": 23.0, ""duration"": 3.0}, {""start"": 10.0, ""end"": 11.5, ""duration"": 1.5}, {""start"": 13.0, ""end"": 14.0, ""duration"": 1.0}, {""start"": 14.0, ""end"": 15.0, ""duration"": 1.0}, {""start"": 15.0, ""end"": 16.0, ""duration"": 1.0}, {""start"": 16.0, ""end"": 17.5, ""duration"": 1.5}, {""start"": 17.5, ""end"": 18.5, ""duration"": 1.0}, {""start"": 18.5, ""end"": 20.0, ""duration"": 1.5}, {""start"": 20.0, ""end"": 23.0, ""duration"": 3.0}, {""start"": 11.5, ""end"": 13.0, ""duration"": 1.5}, {""start"": 13.0, ""end"": 14.0, ""duration"": 1.0}, {""start"": 14.0, ""end"": 16.0, ""duration"": 2.0}, {""start"": 16.0, ""end"": 17.5, ""duration"": 1.5}, {""start"": 17.5, ""end"": 18.5, ""duration"": 1.0}, {""start"": 18.5, ""end"": 20.0, ""duration"": 1.5}, {""start"": 20.0, ""end"": 23.0, ""duration"": 3.0}]"
2026-02-28;Saturday;37.5;37.5;100.0;29;"[{""start"": 9.0, ""end"": 10.0, ""duration"": 1.0}, {""start"": 10.0, ""end"": 11.5, ""duration"": 1.5}, {""start"": 11.5, ""end"": 12.5, ""duration"": 1.0}, {""start"": 12.5, ""end"": 14.5, ""duration"": 2.0}, {""start"": 14.5, ""end"": 15.5, ""duration"": 1.0}, {""start"": 15.5, ""end"": 17.0, ""duration"": 1.5}, {""start"": 17.0, ""end"": 18.5, ""duration"": 1.5}, {""start"": 18.5, ""end"": 19.5, ""duration"": 1.0}, {""start"": 19.5, ""end"": 21.0, ""duration"": 1.5}, {""start"": 21.0, ""end"": 22.0, ""duration"": 1.0}, {""start"": 9.0, ""end"": 10.0, ""duration"": 1.0}, {""start"": 10.0, ""end"": 12.0, ""duration"": 2.0}, {""start"": 12.0, ""end"": 13.5, ""duration"": 1.5}, {""start"": 13.5, ""end"": 15.0, ""duration"": 1.5}, {""start"": 15.0, ""end"": 16.0, ""duration"": 1.0}, {""start"": 16.0, ""end"": 17.0, ""duration"": 1.0}, {""start"": 17.0, ""end"": 18.0, ""duration"": 1.0}, {""start"": 18.0, ""end"": 19.0, ""duration"": 1.0}, {""start"": 19.0, ""end"": 20.0, ""duration"": 1.0}, {""start"": 20.0, ""end"": 22.0, ""duration"": 2.0}, {""start"": 9.0, ""end"": 10.0, ""duration"": 1.0}, {""start"": 10.0, ""end"": 11.5, ""duration"": 1.5}, {""start"": 11.5, ""end"": 12.5, ""duration"": 1.0}, {""start"": 12.5, ""end"": 14.5, ""duration"": 2.0}, {""start"": 14.5, ""end"": 15.5, ""duration"": 1.0}, {""start"": 15.5, ""end"": 17.0, ""duration"": 1.5}, {""start"": 17.0, ""end"": 19.0, ""duration"": 2.0}, {""start"": 19.0, ""end"": 20.5, ""duration"": 1.5}, {""start"": 20.5, ""end"": 22.0, ""duration"": 1.5}]"
2026-03-01;Sunday;37.5;37.5;100.0;29;"[{""start"": 9.0, ""end"": 10.0, ""duration"": 1.0}, {""start"": 10.0, ""end"": 11.0, ""duration"": 1.0}, {""start"": 11.0, ""end"": 13.0, ""duration"": 2.0}, {""start"": 13.0, ""end"": 14.0, ""duration"": 1.0}, {""start"": 14.0, ""end"": 15.5, ""duration"": 1.5}, {""start"": 15.5, ""end"": 17.0, ""duration"": 1.5}, {""start"": 17.0, ""end"": 18.0, ""duration"": 1.0}, {""start"": 18.0, ""end"": 19.5, ""duration"": 1.5}, {""start"": 19.5, ""end"": 21.0, ""duration"": 1.5}, {""start"": 21.0, ""end"": 22.0, ""duration"": 1.0}, {""start"": 9.0, ""end"": 10.0, ""duration"": 1.0}, {""start"": 10.0, ""end"": 11.5, ""duration"": 1.5}, {""start"": 11.5, ""end"": 13.0, ""duration"": 1.5}, {""start"": 13.0, ""end"": 14.0, ""duration"": 1.0}, {""start"": 14.0, ""end"": 15.0, ""duration"": 1.0}, {""start"": 15.0, ""end"": 16.0, ""duration"": 1.0}, {""start"": 16.0, ""end"": 17.5, ""duration"": 1.5}, {""start"": 17.5, ""end"": 19.0, ""duration"": 1.5}, {""start"": 19.0, ""end"": 20.5, ""duration"": 1.5}, {""start"": 20.5, ""end"": 22.0, ""duration"": 1.5}, {""start"": 9.0, ""end"": 10.0, ""duration"": 1.0}, {""start"": 10.0, ""end"": 11.0, ""duration"": 1.0}, {""start"": 11.0, ""end"": 12.5, ""duration"": 1.5}, {""start"": 12.5, ""end"": 14.0, ""duration"": 1.5}, {""start"": 14.5, ""end"": 16.0, ""duration"": 1.5}, {""start"": 16.0, ""end"": 17.5, ""duration"": 1.5}, {""start"": 17.5, ""end"": 18.5, ""duration"": 1.0}, {""start"": 18.5, ""end"": 20.0, ""duration"": 1.5}, {""start"": 20.0, ""end"": 22.0, ""duration"": 2.0}]"
2026-03-02;Monday;43.5;32.0;73.56;21;"[{""start"": 9.0, ""end"": 11.0, ""duration"": 2.0}, {""start"": 13.5, ""end"": 15.5, ""duration"": 2.0}, {""start"": 17.5, ""end"": 18.5, ""duration"": 1.0}, {""start"": 18.5, ""end"": 20.0, ""duration"": 1.5}, {""start"": 20.0, ""end"": 21.5, ""duration"": 1.5}, {""start"": 21.5, ""end"": 23.0, ""duration"": 1.5}, {""start"": 9.0, ""end"": 11.0, ""duration"": 2.0}, {""start"": 12.0, ""end"": 13.5, ""duration"": 1.5}, {""start"": 15.0, ""end"": 16.0, ""duration"": 1.0}, {""start"": 16.0, ""end"": 17.0, ""duration"": 1.0}, {""start"": 17.0, ""end"": 18.0, ""duration"": 1.0}, {""start"": 18.0, ""end"": 19.0, ""duration"": 1.0}, {""start"": 19.0, ""end"": 21.0, ""duration"": 2.0}, {""start"": 21.0, ""end"": 23.0, ""duration"": 2.0}, {""start"": 9.0, ""end"": 11.0, ""duration"": 2.0}, {""start"": 11.0, ""end"": 12.0, ""duration"": 1.0}, {""start"": 15.0, ""end"": 16.0, ""duration"": 1.0}, {""start"": 16.0, ""end"": 17.0, ""duration"": 1.0}, {""start"": 17.0, ""end"": 19.0, ""duration"": 2.0}, {""start"": 19.0, ""end"": 21.0, ""duration"": 2.0}, {""start"": 21.0, ""end"": 23.0, ""duration"": 2.0}]"
2026-03-03;Tuesday;43.5;35.5;81.61;26;"[{""start"": 10.0, ""end"": 11.0, ""duration"": 1.0}, {""start"": 11.0, ""end"": 12.0, ""duration"": 1.0}, {""start"": 13.5, ""end"": 15.0, ""duration"": 1.5}, {""start"": 16.0, ""end"": 17.5, ""duration"": 1.5}, {""start"": 17.5, ""end"": 19.5, ""duration"": 2.0}, {""start"": 19.5, ""end"": 21.5, ""duration"": 2.0}, {""start"": 21.5, ""end"": 23.0, ""duration"": 1.5}, {""start"": 8.5, ""end"": 10.0, ""duration"": 1.5}, {""start"": 11.5, ""end"": 12.5, ""duration"": 1.0}, {""start"": 12.5, ""end"": 14.0, ""duration"": 1.5}, {""start"": 14.0, ""end"": 15.0, ""duration"": 1.0}, {""start"": 15.0, ""end"": 16.0, ""duration"": 1.0}, {""start"": 16.0, ""end"": 17.0, ""duration"": 1.0}, {""start"": 17.0, ""end"": 18.0, ""duration"": 1.0}, {""start"": 18.0, ""end"": 19.0, ""duration"": 1.0}, {""start"": 19.0, ""end"": 20.5, ""duration"": 1.5}, {""start"": 20.5, ""end"": 22.0, ""duration"": 1.5}, {""start"": 22.0, ""end"": 23.0, ""duration"": 1.0}, {""start"": 8.5, ""end"": 10.0, ""duration"": 1.5}, {""start"": 11.0, ""end"": 12.5, ""duration"": 1.5}, {""start"": 13.5, ""end"": 15.5, ""duration"": 2.0}, {""start"": 16.0, ""end"": 17.0, ""duration"": 1.0}, {""start"": 17.0, ""end"": 18.5, ""duration"": 1.5}, {""start"": 18.5, ""end"": 20.0, ""duration"": 1.5}, {""start"": 20.0, ""end"": 21.0, ""duration"": 1.0}, {""start"": 21.0, ""end"": 23.0, ""duration"": 2.0}]"
2026-03-04;Wednesday;43.5;38.0;87.36;29;"[{""start"": 9.5, ""end"": 11.5, ""duration"": 2.0}, {""start"": 12.5, ""end"": 13.5, ""duration"": 1.0}, {""start"": 14.5, ""end"": 16.0, ""duration"": 1.5}, {""start"": 16.0, ""end"": 17.0, ""duration"": 1.0}, {""start"": 17.0, ""end"": 19.0, ""duration"": 2.0}, {""start"": 19.0, ""end"": 20.5, ""duration"": 1.5}, {""start"": 20.5, ""end"": 22.0, ""duration"": 1.5}, {""start"": 22.0, ""end"": 23.0, ""duration"": 1.0}, {""start"": 9.0, ""end"": 10.0, ""duration"": 1.0}, {""start"": 10.0, ""end"": 12.0, ""duration"": 2.0}, {""start"": 12.0, ""end"": 14.0, ""duration"": 2.0}, {""start"": 14.0, ""end"": 15.0, ""duration"": 1.0}, {""start"": 15.0, ""end"": 16.0, ""duration"": 1.0}, {""start"": 16.0, ""end"": 16.5, ""duration"": 0.5}, {""start"": 16.5, ""end"": 17.5, ""duration"": 1.0}, {""start"": 17.5, ""end"": 19.5, ""duration"": 2.0}, {""start"": 19.5, ""end"": 21.0, ""duration"": 1.5}, {""start"": 21.0, ""end"": 23.0, ""duration"": 2.0}, {""start"": 8.5, ""end"": 10.0, ""duration"": 1.5}, {""start"": 10.0, ""end"": 11.0, ""duration"": 1.0}, {""start"": 11.0, ""end"": 12.0, ""duration"": 1.0}, {""start"": 12.0, ""end"": 12.5, ""duration"": 0.5}, {""start"": 14.5, ""end"": 16.0, ""duration"": 1.5}, {""start"": 16.0, ""end"": 16.5, ""duration"": 0.5}, {""start"": 16.5, ""end"": 17.5, ""duration"": 1.0}, {""start"": 17.5, ""end"": 19.0, ""duration"": 1.5}, {""start"": 19.0, ""end"": 20.0, ""duration"": 1.0}, {""start"": 20.0, ""end"": 22.0, ""duration"": 2.0}, {""start"": 22.0, ""end"": 23.0, ""duration"": 1.0}]"
2026-03-05;Thursday;43.5;30.5;70.11;21;"[{""start"": 8.5, ""end"": 10.0, ""duration"": 1.5}, {""start"": 12.0, ""end"": 13.0, ""duration"": 1.0}, {""start"": 16.0, ""end"": 17.0, ""duration"": 1.0}, {""start"": 17.0, ""end"": 18.5, ""duration"": 1.5}, {""start"": 18.5, ""end"": 20.5, ""duration"": 2.0}, {""start"": 20.5, ""end"": 22.0, ""duration"": 1.5}, {""start"": 22.0, ""end"": 23.0, ""duration"": 1.0}, {""start"": 10.0, ""end"": 11.5, ""duration"": 1.5}, {""start"": 13.5, ""end"": 14.5, ""duration"": 1.0}, {""start"": 14.5, ""end"": 15.5, ""duration"": 1.0}, {""start"": 15.5, ""end"": 16.5, ""duration"": 1.0}, {""start"": 16.5, ""end"": 18.0, ""duration"": 1.5}, {""start"": 18.0, ""end"": 19.0, ""duration"": 1.0}, {""start"": 19.0, ""end"": 21.0, ""duration"": 2.0}, {""start"": 21.0, ""end"": 23.0, ""duration"": 2.0}, {""start"": 8.5, ""end"": 10.0, ""duration"": 1.5}, {""start"": 11.0, ""end"": 12.5, ""duration"": 1.5}, {""start"": 16.0, ""end"": 17.5, ""duration"": 1.5}, {""start"": 17.5, ""end"": 19.0, ""duration"": 1.5}, {""start"": 19.0, ""end"": 21.0, ""duration"": 2.0}, {""start"": 21.0, ""end"": 23.0, ""duration"": 2.0}]"
